key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,modified,lastInterpreted,references,license,isSequenced,identifier,facts,relations,isInCluster,datasetName,recordedBy,identifiedBy,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,gbifRegion,publishedByGbifRegion,rightsHolder,identifier.1,http...unknown.org.nick,verbatimEventDate,verbatimLocality,collectionCode,gbifID,occurrenceID,taxonID,catalogNumber,institutionCode,eventTime,occurrenceRemarks,http...unknown.org.captive,identificationID,name,gadm,lifeStage,dynamicProperties,vitality,informationWithheld,distanceFromCentroidInMeters,sex,recordedByIDs.type,recordedByIDs.value,identifiedByIDs.type,identifiedByIDs.value,projectId,gadm.level0.gid,gadm.level0.name,infraspecificEpithet,individualCount,samplingProtocol,vernacularName,habitat,locality,identificationVerificationStatus,eventType,identificationRemarks,networkKeys,coordinatePrecision,elevation,elevationAccuracy,higherGeography,georeferencedBy,institutionKey,collectionKey,otherCatalogNumbers,preparations,institutionID,islandGroup,fieldNumber,higherGeographyID,verbatimElevation,nomenclaturalCode,island,georeferenceProtocol,georeferenceVerificationStatus,verbatimCoordinateSystem,disposition,ownerInstitutionCode,higherClassification,georeferenceSources,datasetID,eventID,http...unknown.org.language,originalNameUsage,county,municipality,nameAccordingTo,behavior,language,type,taxonRemarks,georeferenceRemarks,previousIdentifications,bibliographicCitation,accessRights,georeferencedDate,depth,depthAccuracy,footprintWKT,http...unknown.org.modified,identificationReferences,http...unknown.org.recordID,locationID,rights,collectionID,associatedReferences,http...unknown.org.recordEnteredBy,dataGeneralizations,locationAccordingTo,recordNumber,organismID,identificationQualifier
5037145872,"Anolis cristatellus Duméril & Bibron, 1837",18.440433,-64.654938,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T02:26:45.544+00:00,516,HUMAN_OBSERVATION,PRESENT,2467091,1,44,11592253,8345926,8782549,2467091,2467091,"Anolis cristatellus Duméril & Bibron, 1837",Animalia,Chordata,Dactyloidae,Anolis,Anolis cristatellus,Anolis,cristatellus,SPECIES,ACCEPTED,LC,2025-01-11T12:18:45,21,NORTH_AMERICA,Tortola,2025,1,11,2025-01-11T08:17:19,11,11,2025-01-12T12:06:25.000+00:00,2025-01-22T02:26:45.544+00:00,https://www.inaturalist.org/observations/258129001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258129001,none,none,FALSE,iNaturalist research-grade observations,lilyshapiro,lilyshapiro,WGS84,Squamata,VG,none,none,Virgin Islands (British),LATIN_AMERICA,NORTH_AMERICA,lilyshapiro,258129001,lilyshapiro,2025-01-11 08:17:19-04:00,"Tortola, British Virgin Islands, VG",Observations,5037145872,https://www.inaturalist.org/observations/258129001,36488,258129001,iNaturalist,08:17:19-04:00,NA,wild,582384530,"Anolis cristatellus Duméril & Bibron, 1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5036679457,"Anolis hispaniolae (Köhler, Zimmer, Mcgrath & Hedges, 2019)",19.100259,-70.59802,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:39:20.184+00:00,516,HUMAN_OBSERVATION,PRESENT,11185331,1,44,11592253,8345926,8782549,11185331,11185331,"Anolis hispaniolae (Köhler, Zimmer, Mcgrath & Hedges, 2019)",Animalia,Chordata,Dactyloidae,Anolis,Anolis hispaniolae,Anolis,hispaniolae,SPECIES,ACCEPTED,NE,2025-01-11T22:02:01,1462,NORTH_AMERICA,La Vega,2025,1,11,2025-01-11T15:24:03,11,11,2025-01-12T22:24:02.000+00:00,2025-01-22T03:39:20.184+00:00,https://www.inaturalist.org/observations/258178244,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258178244,none,none,FALSE,iNaturalist research-grade observations,Jacob Chisausky,Jacob Chisausky,WGS84,Squamata,DO,none,none,Dominican Republic,LATIN_AMERICA,NORTH_AMERICA,Jacob Chisausky,258178244,jacob_chisausky,1/11/2025 15:24,"Jarabacoa, Dominican Republic",Observations,5036679457,https://www.inaturalist.org/observations/258178244,1148911,258178244,iNaturalist,15:24:03-04:00,NA,wild,582541574,"Anolis hispaniolae (Köhler, Zimmer, Mcgrath & Hedges, 2019)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5036939226,"Anolis hispaniolae (Köhler, Zimmer, Mcgrath & Hedges, 2019)",19.283494,-69.164671,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T02:26:48.902+00:00,516,HUMAN_OBSERVATION,PRESENT,11185331,1,44,11592253,8345926,8782549,11185331,11185331,"Anolis hispaniolae (Köhler, Zimmer, Mcgrath & Hedges, 2019)",Animalia,Chordata,Dactyloidae,Anolis,Anolis hispaniolae,Anolis,hispaniolae,SPECIES,ACCEPTED,NE,2025-01-12T02:22:05,NA,NORTH_AMERICA,Samaná,2025,1,11,2025-01-11T13:21:31,11,11,2025-01-12T22:16:12.000+00:00,2025-01-22T02:26:48.902+00:00,https://www.inaturalist.org/observations/258199657,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258199657,none,none,FALSE,iNaturalist research-grade observations,Enrico,Enrico,WGS84,Squamata,DO,none,none,Dominican Republic,LATIN_AMERICA,NORTH_AMERICA,Enrico,258199657,bambanigro,1/11/2025 13:21,"Las Galeras (D. M.)., 32000, Dominican Republic",Observations,5036939226,https://www.inaturalist.org/observations/258199657,1148911,258199657,iNaturalist,13:21:31-04:00,NA,wild,582596901,"Anolis hispaniolae (Köhler, Zimmer, Mcgrath & Hedges, 2019)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037187489,"Anolis roquet (Bonnaterre, 1789)",14.761045,-61.097859,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T02:23:56.098+00:00,516,HUMAN_OBSERVATION,PRESENT,2467197,1,44,11592253,8345926,8782549,2467197,2467197,"Anolis roquet (Bonnaterre, 1789)",Animalia,Chordata,Dactyloidae,Anolis,Anolis roquet,Anolis,roquet,SPECIES,ACCEPTED,LC,2025-01-12T12:00:26,610,NORTH_AMERICA,Saint-Pierre,2025,1,11,2025-01-11T21:12:04,11,11,2025-01-13T08:51:27.000+00:00,2025-01-22T02:23:56.098+00:00,https://www.inaturalist.org/observations/258238059,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258238059,none,none,FALSE,iNaturalist research-grade observations,Guillaume Lemonnier,Guillaume Lemonnier,WGS84,Squamata,MQ,none,none,Martinique,LATIN_AMERICA,NORTH_AMERICA,Guillaume Lemonnier,258238059,guillaume_lemonnier,1/11/2025 21:12,"Le Morne Rouge, Martinique",Observations,5037187489,https://www.inaturalist.org/observations/258238059,36363,258238059,iNaturalist,21:12:04-04:00,NA,wild,582707901,"Anolis roquet (Bonnaterre, 1789)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5036945742,"Anolis marmoratus Duméril & Bibron, 1837",16.080886,-61.599992,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:37:23.962+00:00,516,HUMAN_OBSERVATION,PRESENT,8965544,1,44,11592253,8345926,8782549,8965544,8965544,"Anolis marmoratus Duméril & Bibron, 1837",Animalia,Chordata,Dactyloidae,Anolis,Anolis marmoratus,Anolis,marmoratus,SPECIES,ACCEPTED,LC,2025-01-12T17:01:40,4,NORTH_AMERICA,Basse-Terre,2025,1,12,2025-01-12T07:29,12,12,2025-01-14T11:40:22.000+00:00,2025-01-22T03:37:23.962+00:00,https://www.inaturalist.org/observations/258278094,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258278094,none,none,FALSE,iNaturalist research-grade observations,Guillaume Martin,Guillaume Martin,WGS84,Squamata,GP,none,none,Guadeloupe,LATIN_AMERICA,NORTH_AMERICA,Guillaume Martin,258278094,guillaume_martin,1/12/2025 7:29,"Capesterre-Belle-Eau 97130, Guadeloupe",Observations,5036945742,https://www.inaturalist.org/observations/258278094,36695,258278094,iNaturalist,07:29:00-04:00,NA,wild,582794126,"Anolis marmoratus Duméril & Bibron, 1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037015267,"Anolis marmoratus Duméril & Bibron, 1837",16.081886,-61.595233,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:39:25.442+00:00,516,HUMAN_OBSERVATION,PRESENT,8965544,1,44,11592253,8345926,8782549,8965544,8965544,"Anolis marmoratus Duméril & Bibron, 1837",Animalia,Chordata,Dactyloidae,Anolis,Anolis marmoratus,Anolis,marmoratus,SPECIES,ACCEPTED,LC,2025-01-12T17:01:49,4,NORTH_AMERICA,Basse-Terre,2025,1,12,2025-01-12T07:57,12,12,2025-01-14T11:40:04.000+00:00,2025-01-22T03:39:25.442+00:00,https://www.inaturalist.org/observations/258278125,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258278125,none,none,FALSE,iNaturalist research-grade observations,Guillaume Martin,Guillaume Martin,WGS84,Squamata,GP,none,none,Guadeloupe,LATIN_AMERICA,NORTH_AMERICA,Guillaume Martin,258278125,guillaume_martin,1/12/2025 7:57,"Capesterre-Belle-Eau 97130, Guadeloupe",Observations,5037015267,https://www.inaturalist.org/observations/258278125,36695,258278125,iNaturalist,07:57:00-04:00,NA,wild,582794183,"Anolis marmoratus Duméril & Bibron, 1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037306211,"Anolis marmoratus Duméril & Bibron, 1837",16.08316,-61.58902,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:39:23.809+00:00,516,HUMAN_OBSERVATION,PRESENT,8965544,1,44,11592253,8345926,8782549,8965544,8965544,"Anolis marmoratus Duméril & Bibron, 1837",Animalia,Chordata,Dactyloidae,Anolis,Anolis marmoratus,Anolis,marmoratus,SPECIES,ACCEPTED,LC,2025-01-12T19:13:40,4,NORTH_AMERICA,Basse-Terre,2025,1,12,2025-01-12T08:16,12,12,2025-01-12T19:19:07.000+00:00,2025-01-22T03:39:23.809+00:00,https://www.inaturalist.org/observations/258289962,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258289962,none,none,FALSE,iNaturalist research-grade observations,Guillaume Martin,Guillaume Martin,WGS84,Squamata,GP,none,none,Guadeloupe,LATIN_AMERICA,NORTH_AMERICA,Guillaume Martin,258289962,guillaume_martin,1/12/2025 8:16,"Capesterre-Belle-Eau 97130, Guadeloupe",Observations,5037306211,https://www.inaturalist.org/observations/258289962,36695,258289962,iNaturalist,08:16:00-04:00,NA,wild,582830465,"Anolis marmoratus Duméril & Bibron, 1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037272783,"Anolis roquet (Bonnaterre, 1789)",14.768078,-60.882858,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:39:22.863+00:00,516,HUMAN_OBSERVATION,PRESENT,2467197,1,44,11592253,8345926,8782549,2467197,2467197,"Anolis roquet (Bonnaterre, 1789)",Animalia,Chordata,Dactyloidae,Anolis,Anolis roquet,Anolis,roquet,SPECIES,ACCEPTED,LC,2025-01-12T23:16:23,313,NORTH_AMERICA,Le Trinité,2025,1,12,2025-01-12T20:08:13,12,12,2025-01-13T08:51:03.000+00:00,2025-01-22T03:39:22.863+00:00,https://www.inaturalist.org/observations/258313635,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258313635,none,none,FALSE,iNaturalist research-grade observations,Guillaume Lemonnier,Guillaume Lemonnier,WGS84,Squamata,MQ,none,none,Martinique,LATIN_AMERICA,NORTH_AMERICA,Guillaume Lemonnier,258313635,guillaume_lemonnier,1/12/2025 20:08,"Q34Q+FVR Presqu'Île de la Caravelle, La Trinité, Martinique",Observations,5037272783,https://www.inaturalist.org/observations/258313635,36363,258313635,iNaturalist,20:08:13-04:00,NA,wild,582894360,"Anolis roquet (Bonnaterre, 1789)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037062649,"Anolis australis (Köhler, Zimmer, Mcgrath & Hedges, 2019)",18.253297,-74.098702,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:39:46.562+00:00,516,HUMAN_OBSERVATION,PRESENT,11163677,1,44,11592253,8345926,8782549,11163677,11163677,"Anolis australis (Köhler, Zimmer, Mcgrath & Hedges, 2019)",Animalia,Chordata,Dactyloidae,Anolis,Anolis australis,Anolis,australis,SPECIES,ACCEPTED,NE,2025-01-14T00:08:13,NA,NORTH_AMERICA,Sud,2025,1,13,2025-01-13T09:26:56,13,13,2025-01-14T14:13:58.000+00:00,2025-01-22T03:39:46.562+00:00,https://www.inaturalist.org/observations/258374309,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,258374309,none,none,FALSE,iNaturalist research-grade observations,Brian Oakes Haiti Hunter,Jaskeen Paniagua,WGS84,Squamata,HT,none,none,Haiti,LATIN_AMERICA,NORTH_AMERICA,Brian Oakes Haiti Hunter,258374309,haiti_hunter_brian_oakes,1/13/2025 9:26,"Port-a-Piment, Haiti",Observations,5037062649,https://www.inaturalist.org/observations/258374309,1148909,258374309,iNaturalist,09:26:56-05:00,NA,wild,583201581,"Anolis australis (Köhler, Zimmer, Mcgrath & Hedges, 2019)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5036737979,"Anolis distichus Cope, 1861",19.291108,-69.181171,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:37:30.504+00:00,516,HUMAN_OBSERVATION,PRESENT,2467218,1,44,11592253,8345926,8782549,2467218,2467218,"Anolis distichus Cope, 1861",Animalia,Chordata,Dactyloidae,Anolis,Anolis distichus,Anolis,distichus,SPECIES,ACCEPTED,LC,2025-01-13T17:12:41,NA,NORTH_AMERICA,Samaná,2025,1,13,2025-01-13T13:12,13,13,2025-01-13T22:40:45.000+00:00,2025-01-22T03:37:30.504+00:00,https://www.inaturalist.org/observations/258385720,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258385720,none,none,FALSE,iNaturalist research-grade observations,Enrico,Enrico,WGS84,Squamata,DO,none,none,Dominican Republic,LATIN_AMERICA,NORTH_AMERICA,Enrico,258385720,bambanigro,1/13/2025 13:12,"caleta, 32000, Dominican Republic",Observations,5036737979,https://www.inaturalist.org/observations/258385720,36455,258385720,iNaturalist,13:12:00-04:00,NA,wild,583103864,"Anolis distichus Cope, 1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037147898,Anolis sagrei sagrei,22.325766,-81.185263,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:39:36.744+00:00,516,HUMAN_OBSERVATION,PRESENT,9752102,1,44,11592253,8345926,8782549,4287413,9752102,Anolis sagrei sagrei,Animalia,Chordata,Dactyloidae,Anolis,Anolis sagrei,Anolis,sagrei,SUBSPECIES,ACCEPTED,NA,2025-01-14T05:44:48,265,NORTH_AMERICA,Matanzas,2025,1,13,2025-01-13T11:47:54,13,13,2025-01-14T16:35:10.000+00:00,2025-01-22T03:39:36.744+00:00,https://www.inaturalist.org/observations/258387752,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258387752,none,none,FALSE,iNaturalist research-grade observations,RF,justanexplorer,WGS84,Squamata,CU,none,none,Cuba,LATIN_AMERICA,NORTH_AMERICA,RF,258387752,roxie_fu,2025-01-13 10:47:54-06:00,"Carretera Australia - Playa Larga, Matanzas, CU",Observations,5037147898,https://www.inaturalist.org/observations/258387752,116464,258387752,iNaturalist,11:47:54-05:00,NA,wild,583269505,Anolis sagrei sagrei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sagrei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037211910,"Anolis cristatellus Duméril & Bibron, 1837",18.451756,-66.595825,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:37:28.878+00:00,516,HUMAN_OBSERVATION,PRESENT,2467091,1,44,11592253,8345926,8782549,2467091,2467091,"Anolis cristatellus Duméril & Bibron, 1837",Animalia,Chordata,Dactyloidae,Anolis,Anolis cristatellus,Anolis,cristatellus,SPECIES,ACCEPTED,LC,2025-01-13T18:52:48,NA,NORTH_AMERICA,Arecibo,2025,1,9,2025-01-09T10:10,9,9,2025-01-13T22:37:21.000+00:00,2025-01-22T03:37:28.878+00:00,https://www.inaturalist.org/observations/258393506,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258393506,none,none,FALSE,iNaturalist research-grade observations,Jenny,Jenny,WGS84,Squamata,PR,none,none,Puerto Rico,LATIN_AMERICA,NORTH_AMERICA,Jenny,258393506,jyoung68,1/9/2025 10:10,"Garrochales, Arecibo 00652, Puerto Rico",Observations,5037211910,https://www.inaturalist.org/observations/258393506,36488,258393506,iNaturalist,10:10:00-04:00,NA,wild,583128751,"Anolis cristatellus Duméril & Bibron, 1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5036739076,"Anolis cuvieri Merrem, 1820",18.451739,-66.59585,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2025-01-20T20:21:10.296+00:00,2025-01-22T03:39:26.031+00:00,516,HUMAN_OBSERVATION,PRESENT,2467401,1,44,11592253,8345926,8782549,2467401,2467401,"Anolis cuvieri Merrem, 1820",Animalia,Chordata,Dactyloidae,Anolis,Anolis cuvieri,Anolis,cuvieri,SPECIES,ACCEPTED,LC,2025-01-13T18:52:48,54,NORTH_AMERICA,Arecibo,2025,1,9,2025-01-09T09:06,9,9,2025-01-13T22:37:04.000+00:00,2025-01-22T03:39:26.031+00:00,https://www.inaturalist.org/observations/258393508,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,258393508,none,none,FALSE,iNaturalist research-grade observations,Jenny,Jenny,WGS84,Squamata,PR,none,none,Puerto Rico,LATIN_AMERICA,NORTH_AMERICA,Jenny,258393508,jyoung68,1/9/2025 9:06,"Garrochales, Arecibo 00652, Puerto Rico",Observations,5036739076,https://www.inaturalist.org/observations/258393508,36485,258393508,iNaturalist,09:06:00-04:00,NA,wild,583128752,"Anolis cuvieri Merrem, 1820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
