generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
3480000,grahami,hendersoni,0,0.223783,-0.0414844,0.0165363,0
3490000,grahami,hendersoni,0,0.170806,-0.0295957,0.0239948,0
3500000,grahami,hendersoni,0,0.136274,-0.0332616,0.00429227,0
3510000,grahami,hendersoni,0,0.208285,-0.0444772,0.00113632,0
3510000,smallwoodi,equestris,41.2325,0.312825,-0.0117997,0.155095,0
3520000,grahami,hendersoni,0,0.216529,-0.0383015,0.0126835,0
3530000,grahami,hendersoni,0,0.155078,-0.0318902,0.00559462,0
3540000,grahami,hendersoni,0,0.195502,-0.0345114,0.0296041,0
3550000,grahami,hendersoni,0,0.171086,-0.0457452,0.00514005,0
3560000,grahami,hendersoni,0,0.152782,-0.0255075,0.0236001,0
3570000,grahami,hendersoni,0,0.191274,-0.0403759,0.0149254,0
3580000,grahami,hendersoni,0,0.19764,-0.0332774,0.0123177,0
3590000,grahami,hendersoni,0,0.102213,-0.0242205,0.00641366,0
3600000,grahami,hendersoni,0,0.136413,-0.0318168,0.00169599,0
3600000,alfaroi,NA,45.134,0.00130806,-0.026156,0.176988,0
3610000,grahami,hendersoni,0,0.192332,-0.0342103,0.0181946,0
3620000,grahami,hendersoni,0,0.176192,-0.0348856,0.0124113,0
3630000,grahami,hendersoni,0,0.10895,-0.0209174,0.00539375,0
3640000,grahami,hendersoni,0,0.281581,-0.0433086,0.0298596,0
3650000,grahami,hendersoni,0,0.154339,-0.031395,0.00349134,0
3660000,grahami,hendersoni,0,0.260524,-0.0516828,0.0173616,0
3670000,grahami,hendersoni,0,0.240177,-0.0342507,0.0484918,0
3680000,grahami,hendersoni,0,0.266231,-0.0452742,0.006469,0
3690000,grahami,hendersoni,0,0.14332,-0.026808,0.0237253,0
3700000,grahami,hendersoni,0,0.189388,-0.0362956,0.0146706,0
3710000,grahami,hendersoni,0,0.179884,-0.0403013,0.00673953,0
3720000,grahami,hendersoni,0,0.15387,-0.0282498,0.00850059,0
3730000,grahami,hendersoni,0,0.274462,-0.0558056,0.00467663,0
3740000,grahami,hendersoni,0,0.145811,-0.0342659,0.00182451,0
3750000,grahami,hendersoni,0,0.232832,-0.041351,0.0116523,0
3760000,grahami,hendersoni,0,0.211111,-0.0395942,0.00513367,0
3770000,grahami,hendersoni,0,0.227857,-0.0429077,0.00906786,0
3780000,grahami,hendersoni,0,0.243394,-0.0404239,0.01754,0
3790000,grahami,hendersoni,0,0.188202,-0.0362917,0.0113503,0
3800000,grahami,hendersoni,0,0.233998,-0.0408682,0.0214097,0
3810000,grahami,hendersoni,0,0.205493,-0.0445253,0.00897196,0
3820000,grahami,hendersoni,0,0.289343,-0.0508017,0.00429554,0
3830000,grahami,hendersoni,0,0.169092,-0.0389207,0.013076,0
3840000,grahami,hendersoni,0,0.230123,-0.0463099,0.0291462,0
3850000,grahami,hendersoni,0,0.189514,-0.0372842,0.024755,0
3860000,grahami,hendersoni,0,0.194813,-0.034323,0.0204436,0
3870000,grahami,hendersoni,0,0.224312,-0.047324,0.0162141,0
3880000,grahami,hendersoni,0,0.138211,-0.0296328,0.00135118,0
3880000,semilineatus,NA,44.6074,0.223301,0.022062,0.543015,0
3890000,grahami,hendersoni,0,0.242039,-0.0488965,0.0175423,0
3900000,grahami,hendersoni,0,0.142089,-0.0304504,0.00329487,0
3910000,grahami,hendersoni,0,0.139264,-0.0277887,0.0048125,0
3910000,smallwoodi,equestris,37.6752,0.334307,-0.0218227,0.258701,0
3920000,grahami,hendersoni,0,0.215695,-0.0446653,0.00739243,0
3930000,grahami,hendersoni,0,0.163104,-0.0308681,0.0131576,0
3940000,grahami,hendersoni,0,0.211058,-0.0403851,0.00481003,0
3950000,grahami,hendersoni,0,0.390371,-0.0501557,0.0294014,0
3960000,grahami,hendersoni,0,0.215313,-0.0406653,0.00110053,0
3970000,grahami,hendersoni,0,0.129262,-0.0324634,0.00340163,0
3980000,grahami,hendersoni,0,0.189169,-0.0405366,0.00487265,0
3980000,cuvieri,NA,45.3603,0.314148,-0.00446401,0.688965,0
3990000,grahami,hendersoni,0,0.228953,-0.0468484,0.00238273,0
3990000,lucius,argenteolus,5.45313,0.13772,-0.0474651,0.0030866,0
4000000,grahami,hendersoni,0,0.319491,-0.0495829,0.000369748,0
4010000,grahami,hendersoni,0,0.152245,-0.0347521,0.00785451,0
4010000,brevirostris,NA,37.1929,0.242678,-0.0181568,0.162259,0
4020000,grahami,hendersoni,0,0.246304,-0.0439882,0.0110952,0
4030000,grahami,hendersoni,0,0.208033,-0.0397504,0.0117648,0
4040000,grahami,hendersoni,0,0.205561,-0.0368795,0.0126298,0
4050000,grahami,hendersoni,0,0.120818,-0.0309909,0.00417429,0
4060000,grahami,hendersoni,0,0.258039,-0.0421761,0.0350631,0
4070000,grahami,hendersoni,0,0.16516,-0.0323337,0.0070237,0
4080000,grahami,hendersoni,0,0.193518,-0.0345496,0.0146747,0
4090000,grahami,hendersoni,0,0.211006,-0.0476526,0.00244419,0
4100000,grahami,hendersoni,0,0.28051,-0.0481543,0.0159077,0
4110000,grahami,hendersoni,0,0.277099,-0.047026,0.00280353,0
4120000,grahami,hendersoni,0,0.304643,-0.0431803,0.0302604,0
4120000,occultus,NA,24.2069,0.108983,0.0316664,0.515862,0
4130000,grahami,hendersoni,0,0.257047,-0.052483,0.00600358,0
4140000,grahami,hendersoni,0,0.155056,-0.0339402,0.0141085,0
4150000,grahami,hendersoni,0,0.226463,-0.0457898,0.00291922,0
4160000,grahami,hendersoni,0,0.287906,-0.0445716,0.0440251,0
4170000,grahami,hendersoni,0,0.157537,-0.0336832,0.0229299,0
4180000,grahami,hendersoni,0,0.191326,-0.0362326,0.0196668,0
4190000,grahami,hendersoni,0,0.122353,-0.0238165,0.00220793,0
4200000,grahami,hendersoni,0,0.297109,-0.0532576,0.00566352,0
4210000,grahami,hendersoni,0,0.233948,-0.0408314,0.0134014,0
4220000,grahami,hendersoni,0,0.135634,-0.0264103,0.00540972,0
4230000,grahami,hendersoni,0,0.171453,-0.0339443,0.0137927,0
4240000,grahami,hendersoni,0,0.266624,-0.0478277,0.0204057,0
4250000,grahami,hendersoni,0,0.148525,-0.0342151,0.000916094,0
4260000,grahami,hendersoni,0,0.259826,-0.0407047,0.0154052,0
4270000,grahami,hendersoni,0,0.178798,-0.0316868,0.0198837,0
4280000,grahami,hendersoni,0,0.200335,-0.0408847,0.0023744,0
4290000,grahami,hendersoni,0,0.171127,-0.0314238,0.0115718,0
4300000,grahami,hendersoni,0,0.113212,-0.0293787,0.00945408,0
4310000,grahami,hendersoni,0,0.247701,-0.0476109,0.0273823,0
4320000,grahami,hendersoni,0,0.122695,-0.0281743,0.00764378,0
4330000,grahami,hendersoni,0,0.18189,-0.0387177,0.00765829,0
4340000,grahami,hendersoni,0,0.192531,-0.0390824,0.0114518,0
4350000,grahami,hendersoni,0,0.190659,-0.0449667,0.000547019,0
4360000,grahami,hendersoni,0,0.14611,-0.0339574,0.0107316,0
4370000,grahami,hendersoni,0,0.212662,-0.041127,0.0202656,0
4380000,grahami,hendersoni,0,0.178712,-0.0338716,0.0323552,0
4390000,grahami,hendersoni,0,0.165457,-0.0330854,0.0137727,0
4400000,grahami,hendersoni,0,0.223053,-0.0436797,0.000169766,0
4400000,occultus,NA,35.6816,0.290488,0.0118127,0.235504,0
4410000,grahami,hendersoni,0,0.139518,-0.0293051,0.0031502,0
4420000,grahami,hendersoni,0,0.201389,-0.0317269,0.0360241,0
4430000,grahami,hendersoni,0,0.198923,-0.0380445,0.010707,0
4440000,grahami,hendersoni,0,0.143436,-0.0295168,0.012375,0
4450000,grahami,hendersoni,0,0.20303,-0.0469189,0.002246,0
4460000,grahami,hendersoni,0,0.150631,-0.0235219,0.0234413,0
4470000,grahami,hendersoni,0,0.275404,-0.0448562,0.0201382,0
4480000,grahami,hendersoni,0,0.168246,-0.0369574,0.00489185,0
4490000,grahami,hendersoni,0,0.202186,-0.0390929,0.0161595,0
4500000,grahami,hendersoni,0,0.158505,-0.0345623,0.000475699,0
4510000,grahami,hendersoni,0,0.136438,-0.0280283,0.0119443,0
4520000,grahami,hendersoni,0,0.348307,-0.0507902,0.0306012,0
4530000,grahami,hendersoni,0,0.167624,-0.0337116,0.0138447,0
4540000,grahami,hendersoni,0,0.178048,-0.0339395,0.00817941,0
4550000,grahami,hendersoni,0,0.169014,-0.0345935,0.0101573,0
4560000,grahami,hendersoni,0,0.143368,-0.0238577,0.024618,0
4570000,grahami,hendersoni,0,0.205481,-0.0440594,0.0190851,0
4580000,grahami,hendersoni,0,0.113219,-0.0218934,0.00121747,0
4590000,grahami,hendersoni,0,0.213325,-0.0400999,0.00398634,0
4590000,cristatellus,NA,36.5695,0.552295,0.0117486,0.780754,0
4600000,grahami,hendersoni,0,0.188571,-0.0380573,0.0161163,0
4610000,grahami,hendersoni,0,0.248973,-0.0473252,0.000844052,0
4610000,smallwoodi,equestris,40.965,0.677471,-0.000173214,0.83517,0
4620000,grahami,hendersoni,0,0.215302,-0.0399785,0.00786423,0
4630000,grahami,hendersoni,0,0.24227,-0.0456609,0.00931026,0
4640000,grahami,hendersoni,0,0.145244,-0.0338285,0.00735997,0
4650000,grahami,hendersoni,0,0.140507,-0.0324509,0.00566384,0
4660000,grahami,hendersoni,0,0.110497,-0.0229828,0.00456981,0
4670000,grahami,hendersoni,0,0.266905,-0.0463035,0.0106006,0
4680000,grahami,hendersoni,0,0.143806,-0.030628,0.0146628,0
4690000,grahami,hendersoni,0,0.300837,-0.0518333,0.0127232,0
4700000,grahami,hendersoni,0,0.161662,-0.0358834,0.0142135,0
4710000,grahami,hendersoni,0,0.150489,-0.0316811,0.0187488,0
4720000,grahami,hendersoni,0,0.142261,-0.0339383,0.00384682,0
4730000,grahami,hendersoni,0,0.137025,-0.0346789,0.00595891,0
4740000,grahami,hendersoni,0,0.13625,-0.0277684,0.00798553,0
4750000,grahami,hendersoni,0,0.247709,-0.0483042,0.000106678,0
4750000,smallwoodi,equestris,41.2755,0.24267,-0.0100024,0.0165842,0
4760000,grahami,hendersoni,0,0.227877,-0.036294,0.0351348,0
4760000,eugenegrahami,NA,33.7564,0.0703742,-0.00769271,0.0582742,0
4770000,grahami,hendersoni,0,0.143206,-0.0296321,0.00826518,0
4780000,grahami,hendersoni,0,0.21503,-0.0351166,0.00264322,0
4790000,grahami,hendersoni,0,0.252852,-0.0458684,0.0166325,0
4800000,grahami,hendersoni,0,0.214431,-0.041179,0.000289662,0
4810000,grahami,hendersoni,0,0.24719,-0.0413236,0.0126628,0
4820000,grahami,hendersoni,0,0.262883,-0.0420014,0.0428989,0
4830000,grahami,hendersoni,0,0.166865,-0.0347838,0.00882429,0
4840000,grahami,hendersoni,0,0.202389,-0.042036,0.00412635,0
4850000,grahami,hendersoni,0,0.212318,-0.0344619,0.0262664,0
4860000,grahami,hendersoni,0,0.231396,-0.0459489,0.0191212,0
4870000,grahami,hendersoni,0,0.141682,-0.0244558,0.011102,0
4880000,grahami,hendersoni,0,0.142372,-0.0259817,0.0129002,0
4890000,grahami,hendersoni,0,0.261132,-0.0425644,0.0279087,0
4900000,grahami,hendersoni,0,0.16966,-0.0407303,0.000188998,0
4910000,grahami,hendersoni,0,0.112793,-0.0230853,0.00472159,0
4910000,argenteolus,NA,42.2966,0.18561,0.0431542,0.240147,0
4920000,grahami,hendersoni,0,0.149528,-0.0330119,0.0238118,0
4930000,grahami,hendersoni,0,0.146779,-0.0306619,0.00145283,0
4940000,grahami,hendersoni,0,0.194013,-0.041959,0.00967894,0
4950000,grahami,hendersoni,0,0.128851,-0.0254655,0.0083324,0
4960000,grahami,hendersoni,0,0.140499,-0.0290528,0.0022603,0
4970000,grahami,hendersoni,0,0.238471,-0.045133,0.00827208,0
4980000,grahami,hendersoni,0,0.240606,-0.037463,0.0316446,0
4990000,grahami,hendersoni,0,0.196655,-0.0376652,0.00666571,0
5000000,grahami,hendersoni,0,0.212348,-0.0385791,0.0058923,0
5010000,grahami,hendersoni,0,0.105214,-0.0210054,0.000435398,0
5010000,confusus,NA,42.9511,0.00960646,0.00411457,0.036835,0
5010000,smallwoodi,equestris,39.6218,0.360977,0.0140514,0.181893,0
5020000,grahami,hendersoni,0,0.1016,-0.018724,0.00233029,0
5030000,grahami,hendersoni,0,0.297539,-0.0502051,0.0383737,0
5040000,grahami,hendersoni,0,0.242248,-0.0469787,0.0121079,0
5050000,grahami,hendersoni,0,0.282181,-0.0487396,0.0160076,0
5060000,grahami,hendersoni,0,0.203288,-0.0473344,0.0031655,0
5070000,grahami,hendersoni,0,0.149336,-0.0377422,6.67891e-006,0
5080000,grahami,hendersoni,0,0.154363,-0.0383664,2.18313e-005,0
5080000,gundlachi,NA,46.4862,0.0530387,0.0438578,1.18662,0
5080000,smallwoodi,equestris,34.808,0.163383,0.00489472,0.247842,0
5090000,grahami,hendersoni,0,0.261941,-0.052853,0.000131576,0
5100000,grahami,hendersoni,0,0.300418,-0.0514544,0.00158222,0
5100000,occultus,NA,42.7854,0.0268885,0.0252283,0.017495,0
5110000,grahami,hendersoni,0,0.171238,-0.0352304,0.0206004,0
5120000,grahami,hendersoni,0,0.210593,-0.041132,0.0121215,0
5130000,grahami,hendersoni,0,0.194003,-0.0362126,0.0117679,0
5140000,grahami,hendersoni,0,0.142102,-0.0312268,0.000216719,0
5150000,grahami,hendersoni,0,0.156898,-0.0361979,0.0169169,0
5160000,grahami,hendersoni,0,0.188502,-0.039193,0.0155135,0
5170000,grahami,hendersoni,0,0.169562,-0.0336367,0.00254706,0
5180000,grahami,hendersoni,0,0.220956,-0.0410162,0.0197586,0
5190000,grahami,hendersoni,0,0.305718,-0.0480487,0.0145359,0
5200000,grahami,hendersoni,0,0.256877,-0.0449641,0.0216897,0
5210000,grahami,hendersoni,0,0.090753,-0.0178023,0.0129768,0
5220000,grahami,hendersoni,0,0.245976,-0.0468633,0.0178424,0
5230000,grahami,hendersoni,0,0.27703,-0.0457393,0.0127683,0
5230000,semilineatus,NA,45.6703,0.588053,-0.0375888,0.081168,0
5240000,grahami,hendersoni,0,0.224815,-0.0354318,0.0287707,0
5250000,grahami,hendersoni,0,0.259386,-0.0407373,0.0290426,0
5260000,grahami,hendersoni,0,0.174655,-0.0296272,0.022336,0
5270000,grahami,hendersoni,0,0.237524,-0.0409847,0.0127699,0
5280000,grahami,hendersoni,0,0.268819,-0.0477561,0.00970171,0
5290000,grahami,hendersoni,0,0.182699,-0.040199,0.00879549,0
5300000,grahami,hendersoni,0,0.186965,-0.0408442,0.0172052,0
5310000,grahami,hendersoni,0,0.165194,-0.0311749,0.00789418,0
5320000,grahami,hendersoni,0,0.184645,-0.0273299,0.0391343,0
5330000,grahami,hendersoni,0,0.182183,-0.0399091,0.0119203,0
5340000,grahami,hendersoni,0,0.15727,-0.0340889,0.0116521,0
5350000,grahami,hendersoni,0,0.238075,-0.0438469,0.0114903,0
5360000,grahami,hendersoni,0,0.293686,-0.0564774,0.00540546,0
5370000,grahami,hendersoni,0,0.142337,-0.0273002,0.00723512,0
5380000,grahami,hendersoni,0,0.19991,-0.0299002,0.0305369,0
5390000,grahami,hendersoni,0,0.246569,-0.0496048,0.0106123,0
5400000,grahami,hendersoni,0,0.216296,-0.0416923,0.0249858,0
5410000,grahami,hendersoni,0,0.182563,-0.0392127,0.007163,0
5420000,grahami,hendersoni,0,0.18854,-0.0355156,0.0111274,0
5430000,grahami,hendersoni,0,0.215022,-0.0383295,0.0102252,0
5440000,grahami,hendersoni,0,0.144339,-0.0275331,0.017259,0
5450000,grahami,hendersoni,0,0.183177,-0.0415452,0.000699252,0
5460000,grahami,hendersoni,0,0.229263,-0.0477076,0.00179857,0
5470000,grahami,hendersoni,0,0.144183,-0.0231528,0.00687903,0
5480000,grahami,hendersoni,0,0.279836,-0.0408592,0.0135961,0
5490000,grahami,hendersoni,0,0.119813,-0.0214994,0.00520356,0
5500000,grahami,hendersoni,0,0.257736,-0.0413667,0.0281589,0
5500000,smallwoodi,equestris,15.8973,0.0760194,-0.00539531,0.0265062,0
5510000,grahami,hendersoni,0,0.110639,-0.0256167,0.00230403,0
5520000,grahami,hendersoni,0,0.272036,-0.0540026,0.00680623,0
5520000,smallwoodi,equestris,34.2511,0.331267,0.000463666,0.324347,0
5530000,grahami,hendersoni,0,0.126048,-0.0339524,0.00108504,0
5540000,grahami,hendersoni,0,0.117038,-0.0271057,0.00155675,0
5550000,grahami,hendersoni,0,0.221304,-0.0476256,0.00917176,0
5560000,grahami,hendersoni,0,0.225161,-0.0452659,0.0126534,0
5570000,grahami,hendersoni,0,0.188117,-0.0392773,0.0148477,0
5580000,grahami,hendersoni,0,0.288413,-0.0502802,0.00512456,0
5580000,barbouri,NA,41.8587,0.595994,-0.0262969,1.08496,0
5590000,grahami,hendersoni,0,0.24866,-0.0381395,0.0369777,0
5600000,grahami,hendersoni,0,0.190145,-0.0333875,0.0188385,0
5610000,grahami,hendersoni,0,0.134659,-0.029296,0.00520264,0
5620000,grahami,hendersoni,0,0.134067,-0.0356588,0.00199228,0
5630000,grahami,hendersoni,0,0.0958333,-0.0240606,0.00101986,0
5640000,grahami,hendersoni,0,0.124077,-0.0280489,0.00678276,0
5640000,sagrei,NA,45.603,0.168318,-0.0369113,0.00232779,0
5650000,grahami,hendersoni,0,0.294129,-0.0536525,0.00608043,0
5660000,grahami,hendersoni,0,0.267771,-0.0482276,0.0119088,0
5670000,grahami,hendersoni,0,0.120576,-0.0259575,0.000687249,0
5670000,smallwoodi,equestris,35.0742,0.676771,-0.00983548,0.673235,0
5680000,grahami,hendersoni,0,0.164529,-0.033124,0.00890295,0
5690000,grahami,hendersoni,0,0.261723,-0.0477123,0.0111731,0
5700000,grahami,hendersoni,0,0.167436,-0.0330164,0.00916673,0
5710000,grahami,hendersoni,0,0.253975,-0.0423022,0.0177762,0
5720000,grahami,hendersoni,0,0.23721,-0.0429436,0.016226,0
5730000,grahami,hendersoni,0,0.148293,-0.0317664,0.0033284,0
5740000,grahami,hendersoni,0,0.235863,-0.0449493,0.0102105,0
5750000,grahami,hendersoni,0,0.154707,-0.0333149,0.010613,0
5760000,grahami,hendersoni,0,0.208594,-0.0412279,0.0339711,0
5770000,grahami,hendersoni,0,0.120321,-0.02613,0.0068015,0
5780000,grahami,hendersoni,0,0.132445,-0.0278186,0.00267767,0
5790000,grahami,hendersoni,0,0.211236,-0.0397858,0.00687919,0
5790000,mestrei,NA,45.2385,0.121143,-0.0479154,0.135832,0
5800000,grahami,hendersoni,0,0.240683,-0.0433001,0.0221893,0
5810000,grahami,hendersoni,0,0.177572,-0.0429221,0.000243745,0
5810000,argillaceus,NA,45.1078,0.0573094,0.00966686,0.120816,0
5810000,smallwoodi,equestris,36.886,0.0770727,0.0318592,0.0629065,0
5820000,grahami,hendersoni,0,0.210113,-0.0394974,0.0233484,0
5830000,grahami,hendersoni,0,0.342312,-0.0456982,0.0718081,0
5840000,grahami,hendersoni,0,0.176034,-0.0362744,0.0135392,0
5850000,grahami,hendersoni,0,0.202588,-0.0421398,0.00519076,0
5860000,grahami,hendersoni,0,0.131393,-0.027117,0.00578654,0
5870000,grahami,hendersoni,0,0.152223,-0.0305371,0.000553213,0
5880000,grahami,hendersoni,0,0.150467,-0.0377377,0.000727629,0
5890000,grahami,hendersoni,0,0.223736,-0.0386192,0.0156104,0
5900000,grahami,hendersoni,0,0.163396,-0.0351455,0.000155057,0
5910000,grahami,hendersoni,0,0.228377,-0.0403571,0.0208598,0
5920000,grahami,hendersoni,0,0.156256,-0.0261991,0.0176058,0
5930000,grahami,hendersoni,0,0.148161,-0.0285865,0.0137975,0
5940000,grahami,hendersoni,0,0.257304,-0.0431409,0.00567486,0
5950000,grahami,hendersoni,0,0.269828,-0.0525945,0.00821345,0
5960000,grahami,hendersoni,0,0.29284,-0.0541204,0.0139251,0
5970000,grahami,hendersoni,0,0.118233,-0.0279562,0.00245552,0
5970000,cybotes,NA,42.5048,0.0717059,0.00231735,0.228004,0
5980000,grahami,hendersoni,0,0.256103,-0.0477041,0.0167904,0
5990000,grahami,hendersoni,0,0.159189,-0.0327971,0.0274999,0
6000000,grahami,hendersoni,0,0.29492,-0.0454169,0.0373594,0
6010000,grahami,hendersoni,0,0.168917,-0.0359645,0.00251178,0
6020000,grahami,hendersoni,0,0.175531,-0.0373185,0.00585215,0
6030000,grahami,hendersoni,0,0.237691,-0.0419997,0.00640006,0
6040000,grahami,hendersoni,0,0.200826,-0.0393987,0.018968,0
6040000,marcanoi,NA,40.4525,0.359676,0.000617175,0.228506,0
6040000,darlingtoni,NA,40.445,0.0241475,-0.017243,0.148811,0
6050000,grahami,hendersoni,0,0.260967,-0.0420455,0.0350131,0
6060000,grahami,hendersoni,0,0.23561,-0.0436566,0.00974583,0
6070000,grahami,hendersoni,0,0.177449,-0.0298856,0.0267777,0
6080000,grahami,hendersoni,0,0.123147,-0.0272961,0.0144148,0
6090000,grahami,hendersoni,0,0.180538,-0.0429226,0.00318874,0
6100000,grahami,hendersoni,0,0.208948,-0.0441253,0.0108821,0
6110000,grahami,hendersoni,0,0.138038,-0.0289171,0.00109064,0
6120000,grahami,hendersoni,0,0.307083,-0.0520613,0.0141345,0
6130000,grahami,hendersoni,0,0.210054,-0.0437917,0.00218705,0
6140000,grahami,hendersoni,0,0.260853,-0.0441563,0.0258687,0
6150000,grahami,hendersoni,0,0.148294,-0.0313965,0.0084791,0
6160000,grahami,hendersoni,0,0.265769,-0.0369018,0.0244797,0
6170000,grahami,hendersoni,0,0.232489,-0.0416204,0.0249476,0
6180000,grahami,hendersoni,0,0.225862,-0.0425649,0.0221418,0
6190000,grahami,hendersoni,0,0.181403,-0.0374194,0.0102094,0
6200000,grahami,hendersoni,0,0.18375,-0.0369768,0.00633794,0
6210000,grahami,hendersoni,0,0.0875948,-0.0173994,7.87556e-005,0
6220000,grahami,hendersoni,0,0.248259,-0.0406244,0.0272867,0
6230000,grahami,hendersoni,0,0.137602,-0.0259833,0.0165469,0
6240000,grahami,hendersoni,0,0.302864,-0.0536341,0.0172464,0
6250000,grahami,hendersoni,0,0.247635,-0.0479614,0.00105181,0
6260000,grahami,hendersoni,0,0.200955,-0.0358591,0.00109228,0
6270000,grahami,hendersoni,0,0.0992186,-0.0239608,0.00079604,0
6270000,christophei,NA,44.5659,0.153351,0.00143749,0.138417,0
6270000,smallwoodi,noblei,44.0472,0.354818,-0.0151897,0.150574,0
6280000,grahami,hendersoni,0,0.119335,-0.0214888,0.00135127,0
6290000,grahami,hendersoni,0,0.218867,-0.0384929,0.00761682,0
6300000,grahami,hendersoni,0,0.176716,-0.0388648,0.0178871,0
6310000,grahami,hendersoni,0,0.288814,-0.0417164,0.0514856,0
6320000,grahami,hendersoni,0,0.187007,-0.0429332,0.00447459,0
6330000,grahami,hendersoni,0,0.141426,-0.0333247,0.000267585,0
6340000,grahami,hendersoni,0,0.258395,-0.0447083,0.0107967,0
6340000,valencienni,NA,46.1685,0.708634,-0.0232385,1.25943,0
6350000,grahami,hendersoni,0,0.247764,-0.0349407,0.0631261,0
6360000,grahami,hendersoni,0,0.320794,-0.056698,0.0129105,0
6370000,grahami,hendersoni,0,0.194717,-0.0365924,0.00811775,0
6380000,grahami,hendersoni,0,0.237812,-0.0471669,0.00649122,0
6390000,grahami,hendersoni,0,0.218733,-0.0414738,0.00962462,0
6400000,grahami,hendersoni,0,0.166262,-0.0317274,0.00206229,0
6400000,olssoni,NA,42.51,0.111268,0.0479459,0.448769,0
6410000,grahami,hendersoni,0,0.140262,-0.0282758,0.000423436,0
6420000,grahami,hendersoni,0,0.142358,-0.0312249,0.0221508,0
6430000,grahami,hendersoni,0,0.1345,-0.0295174,0.00510946,0
6440000,grahami,hendersoni,0,0.201269,-0.0413678,0.00559069,0
6450000,grahami,hendersoni,0,0.22845,-0.0426208,0.005937,0
6460000,grahami,hendersoni,0,0.198951,-0.04458,0.0081951,0
6470000,grahami,hendersoni,0,0.1376,-0.0316643,0.0017394,0
6480000,grahami,hendersoni,0,0.228874,-0.0426658,0.0133076,0
6490000,grahami,hendersoni,0,0.18162,-0.0375937,0.00704086,0
6500000,grahami,hendersoni,0,0.152236,-0.0341284,0.00328449,0
6510000,grahami,hendersoni,0,0.219998,-0.0438891,0.00335398,0
6520000,grahami,hendersoni,0,0.19801,-0.0383261,0.0077052,0
6530000,grahami,hendersoni,0,0.183542,-0.0396095,0.00224224,0
6540000,grahami,hendersoni,0,0.201263,-0.0393729,0.00403026,0
6550000,grahami,hendersoni,0,0.19925,-0.042495,0.00282646,0
6560000,grahami,hendersoni,0,0.175202,-0.0366916,0.0202352,0
6570000,grahami,hendersoni,0,0.21458,-0.0342265,0.0224486,0
6580000,grahami,hendersoni,0,0.114415,-0.0269814,0.00126707,0
6590000,grahami,hendersoni,0,0.189801,-0.0410411,0.00377233,0
6600000,grahami,hendersoni,0,0.260077,-0.0474236,0.0146296,0
6600000,barbouri,NA,14.6368,0.0492596,0.00141714,0.181257,0
6610000,grahami,hendersoni,0,0.181805,-0.0354279,0.00781704,0
6620000,grahami,hendersoni,0,0.242105,-0.0423731,0.0238471,0
6620000,inexpectatus,NA,46.6444,0.361279,-0.0221084,0.035866,0
6630000,grahami,hendersoni,0,0.156335,-0.0325042,0.00514332,0
6640000,grahami,hendersoni,0,0.16899,-0.0350698,0.00446433,0
6650000,grahami,hendersoni,0,0.166489,-0.0318116,4.02383e-005,0
6650000,cyanopleurus,cupeyalensis,38.5,0.187299,0.0171187,0.0416356,0
6660000,grahami,hendersoni,0,0.134442,-0.0366877,0.00107491,0
6670000,grahami,hendersoni,0,0.246783,-0.038967,0.0235586,0
6680000,grahami,hendersoni,0,0.216988,-0.0437325,0.0171651,0
6690000,grahami,hendersoni,0,0.202048,-0.0437959,0.00489239,0
6690000,smallwoodi,equestris,42.293,0.200003,-0.00926875,0.0423663,0
6700000,grahami,hendersoni,0,0.100498,-0.0187146,0.0137422,0
6710000,grahami,hendersoni,0,0.196967,-0.0426314,0.0038643,0
6720000,grahami,hendersoni,0,0.162939,-0.0313139,0.00671773,0
6730000,grahami,hendersoni,0,0.173852,-0.0325608,0.020324,0
6730000,etheridgei,NA,42.5295,0.0692101,0.0177164,0.186733,0
6740000,grahami,hendersoni,0,0.130398,-0.0278655,0.00375898,0
6750000,grahami,hendersoni,0,0.175097,-0.038449,0.00136533,0
6760000,grahami,hendersoni,0,0.146273,-0.0323466,0.00603254,0
6770000,grahami,hendersoni,0,0.211273,-0.0400175,0.00645765,0
6780000,grahami,hendersoni,0,0.204803,-0.0338902,0.0327896,0
6790000,grahami,hendersoni,0,0.16117,-0.0368748,0.00124546,0
6800000,grahami,hendersoni,0,0.200226,-0.0361789,0.00427166,0
6810000,grahami,hendersoni,0,0.134901,-0.033166,0.00760149,0
6820000,grahami,hendersoni,0,0.182471,-0.0321672,0.00342792,0
6830000,grahami,hendersoni,0,0.204463,-0.0379793,0.00920585,0
6840000,grahami,hendersoni,0,0.205477,-0.0408978,0.0105352,0
6850000,grahami,hendersoni,0,0.244524,-0.0440365,0.00752355,0
6860000,grahami,hendersoni,0,0.177129,-0.0299887,0.0326767,0
6870000,grahami,hendersoni,0,0.0993278,-0.0253318,0.00726101,0
6880000,grahami,hendersoni,0,0.194757,-0.0343861,0.00802816,0
6890000,grahami,hendersoni,0,0.236567,-0.0439252,0.0200137,0
6900000,grahami,hendersoni,0,0.171327,-0.0337439,0.0175906,0
6910000,grahami,hendersoni,0,0.209137,-0.0405364,0.0150784,0
6920000,grahami,hendersoni,0,0.163006,-0.0330931,0.00203296,0
6930000,grahami,hendersoni,0,0.0905163,-0.0221628,0.00191843,0
6940000,grahami,hendersoni,0,0.245527,-0.0500517,0.0116159,0
