generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
6950000,grahami,hendersoni,0,0.308692,-0.0569368,0.00173191,0
6950000,rubribarbus,NA,46.5089,0.114945,0.00360848,0.182513,0
6960000,grahami,hendersoni,0,0.170927,-0.043332,0.00365773,0
6970000,grahami,hendersoni,0,0.290622,-0.0475859,0.0203468,0
6980000,grahami,hendersoni,0,0.186257,-0.0339869,0.0105153,0
6990000,grahami,hendersoni,0,0.272169,-0.0410734,0.0213071,0
7000000,grahami,hendersoni,0,0.250277,-0.0429689,0.0306025,0
7010000,grahami,hendersoni,0,0.274718,-0.0433782,0.0316278,0
7010000,singularis,chlorocyanus,32.6553,0.203528,-0.0239288,0.178022,0
7020000,grahami,hendersoni,0,0.121158,-0.0293678,0.00210618,0
7030000,grahami,hendersoni,0,0.205568,-0.0430207,0.00636905,0
7040000,grahami,hendersoni,0,0.208046,-0.0380678,0.00145112,0
7050000,grahami,hendersoni,0,0.227485,-0.0434627,0.0112178,0
7060000,grahami,hendersoni,0,0.265923,-0.0403718,0.0363102,0
7070000,grahami,hendersoni,0,0.270533,-0.0500154,0.020257,0
7080000,grahami,hendersoni,0,0.164774,-0.0333805,0.00471793,0
7090000,grahami,hendersoni,0,0.212001,-0.0447003,0.0100625,0
7100000,grahami,hendersoni,0,0.163211,-0.0347276,0.00661668,0
7110000,grahami,hendersoni,0,0.199814,-0.0453943,0.00274225,0
7120000,grahami,hendersoni,0,0.211047,-0.040236,0.0142663,0
7130000,grahami,hendersoni,0,0.137198,-0.0279329,0.00177071,0
7140000,grahami,hendersoni,0,0.128971,-0.0187708,0.0184842,0
7150000,grahami,hendersoni,0,0.162277,-0.0305319,0.0121893,0
7150000,barahonae,ricordii,40.8501,0.134567,-0.0146589,0.0533223,0
7150000,darlingtoni,NA,46.6869,0.832607,-0.00479985,0.330683,0
7160000,grahami,hendersoni,0,0.176269,-0.0375649,0.0100199,0
7170000,grahami,hendersoni,0,0.205153,-0.0368914,0.015316,0
7180000,grahami,hendersoni,0,0.204825,-0.0424493,0.00479895,0
7190000,grahami,hendersoni,0,0.159136,-0.0278279,0.0122228,0
7200000,grahami,hendersoni,0,0.195028,-0.03992,0.000239483,0
7200000,clivicola,NA,46.6663,0.0816114,0.0396578,0.430478,0
7210000,grahami,hendersoni,0,0.184004,-0.0351849,0.0112997,0
7220000,grahami,hendersoni,0,0.31639,-0.0519373,0.00604729,0
7230000,grahami,hendersoni,0,0.188495,-0.0434947,0.00465103,0
7240000,grahami,hendersoni,0,0.187785,-0.0484358,0.010022,0
7250000,grahami,hendersoni,0,0.249661,-0.0448953,0.0269891,0
7260000,grahami,hendersoni,0,0.171423,-0.0355206,0.00465077,0
7270000,grahami,hendersoni,0,0.279324,-0.0477133,0.0184897,0
7280000,grahami,hendersoni,0,0.265357,-0.0479579,0.0124844,0
7290000,grahami,hendersoni,0,0.228495,-0.049743,0.00491139,0
7300000,grahami,hendersoni,0,0.225086,-0.0434222,0.00268167,0
7310000,grahami,hendersoni,0,0.126502,-0.0283243,0.00488839,0
7320000,grahami,hendersoni,0,0.108717,-0.0182037,0.0180506,0
7330000,grahami,hendersoni,0,0.204602,-0.0414442,0.0201188,0
7340000,grahami,hendersoni,0,0.146277,-0.0324677,0.00166571,0
7350000,grahami,hendersoni,0,0.195921,-0.0309049,0.0236057,0
7360000,grahami,hendersoni,0,0.144469,-0.0330068,0.000616123,0
7360000,brevirostris,NA,44.4069,0.010687,-0.00847039,0.354615,0
7370000,grahami,hendersoni,0,0.109072,-0.0234864,0.00706598,0
7380000,grahami,hendersoni,0,0.157398,-0.0325929,0.0125455,0
7390000,grahami,hendersoni,0,0.127764,-0.029143,0.00137608,0
7400000,grahami,hendersoni,0,0.192438,-0.0342682,0.00409228,0
7410000,grahami,hendersoni,0,0.253104,-0.0437884,0.0159674,0
7420000,grahami,hendersoni,0,0.217482,-0.0391112,0.00608917,0
7430000,grahami,hendersoni,0,0.166717,-0.0320797,0.0119197,0
7440000,grahami,hendersoni,0,0.144221,-0.0282235,0.0127027,0
7450000,grahami,hendersoni,0,0.160785,-0.0379099,0.00197396,0
7450000,smallwoodi,equestris,41.356,0.172713,-0.0127036,0.053176,0
7460000,grahami,hendersoni,0,0.372483,-0.0483699,0.0611477,0
7470000,grahami,hendersoni,0,0.141575,-0.0295992,0.00305354,0
7480000,grahami,hendersoni,0,0.195708,-0.0378334,0.0100075,0
7490000,grahami,hendersoni,0,0.280466,-0.039039,0.0535546,0
7500000,grahami,hendersoni,0,0.274221,-0.0518991,0.0198262,0
7510000,grahami,hendersoni,0,0.233875,-0.0356946,0.0198246,0
7520000,grahami,hendersoni,0,0.177357,-0.033196,0.000549767,0
7530000,grahami,hendersoni,0,0.355531,-0.0536639,0.0274841,0
7540000,grahami,hendersoni,0,0.23582,-0.0448175,0.0119038,0
7550000,grahami,hendersoni,0,0.273075,-0.0493911,0.0198699,0
7560000,grahami,hendersoni,0,0.250273,-0.0336445,0.0664951,0
7570000,grahami,hendersoni,0,0.256477,-0.0471419,0.0119499,0
7570000,imias,NA,45.9825,0.309913,0.0276858,0.117547,0
7580000,grahami,hendersoni,0,0.167232,-0.0337826,0.0126207,0
7590000,grahami,hendersoni,0,0.142243,-0.0311968,0.000884911,0
7600000,grahami,hendersoni,0,0.15498,-0.0293319,0.0029824,0
7610000,grahami,hendersoni,0,0.155429,-0.027608,0.00125684,0
7620000,grahami,hendersoni,0,0.199387,-0.0376814,0.0156414,0
7630000,grahami,hendersoni,0,0.181928,-0.0303539,0.0281513,0
7640000,grahami,hendersoni,0,0.199023,-0.0468684,0.001532,0
7650000,grahami,hendersoni,0,0.181975,-0.0369078,0.0169701,0
7660000,grahami,hendersoni,0,0.195905,-0.0313509,0.0222978,0
7670000,grahami,hendersoni,0,0.20099,-0.0416,0.0145683,0
7680000,grahami,hendersoni,0,0.267472,-0.0457146,0.00591602,0
7690000,grahami,hendersoni,0,0.15123,-0.0298222,0.00136746,0
7700000,grahami,hendersoni,0,0.157318,-0.0327927,0.00791563,0
7710000,grahami,hendersoni,0,0.146353,-0.0318497,0.00669735,0
7720000,grahami,hendersoni,0,0.237331,-0.0438878,0.0165999,0
7730000,grahami,hendersoni,0,0.136461,-0.0292396,0.00436568,0
7740000,grahami,hendersoni,0,0.238234,-0.0424845,0.00388422,0
7750000,grahami,hendersoni,0,0.3936,-0.0493422,0.0634235,0
7760000,grahami,hendersoni,0,0.192313,-0.0391787,0.0167893,0
7770000,grahami,hendersoni,0,0.163913,-0.0400546,0.00128865,0
7780000,grahami,hendersoni,0,0.131819,-0.0287256,0.00078924,0
7790000,grahami,hendersoni,0,0.213765,-0.0393613,0.0260708,0
7800000,grahami,hendersoni,0,0.331697,-0.0591374,0.0040632,0
7810000,grahami,hendersoni,0,0.157579,-0.0345252,0.0057207,0
7820000,grahami,hendersoni,0,0.226126,-0.0490996,0.00761997,0
7830000,grahami,hendersoni,0,0.235089,-0.0394354,0.023649,0
7840000,grahami,hendersoni,0,0.203322,-0.0447566,0.0152381,0
7850000,grahami,hendersoni,0,0.196823,-0.0350837,0.00242635,0
7860000,grahami,hendersoni,0,0.169065,-0.0337487,0.0167757,0
7870000,grahami,hendersoni,0,0.166603,-0.0337053,0.00456131,0
7880000,grahami,hendersoni,0,0.206302,-0.0475522,0.00499829,0
7890000,grahami,hendersoni,0,0.114631,-0.025117,0.00117707,0
7900000,grahami,hendersoni,0,0.277688,-0.0405771,0.0545026,0
7910000,grahami,hendersoni,0,0.139158,-0.0293544,0.0161663,0
7920000,grahami,hendersoni,0,0.240429,-0.0440122,0.0203968,0
7930000,grahami,hendersoni,0,0.206022,-0.040506,0.00325882,0
7940000,grahami,hendersoni,0,0.172373,-0.0389344,0.00175011,0
7950000,grahami,hendersoni,0,0.150964,-0.0296725,0.0109976,0
7960000,grahami,hendersoni,0,0.118444,-0.023598,0.00837632,0
7970000,grahami,hendersoni,0,0.19712,-0.0368743,0.0168475,0
7980000,grahami,hendersoni,0,0.241502,-0.0462815,0.00633692,0
7990000,grahami,hendersoni,0,0.251636,-0.0416675,0.0339265,0
8000000,grahami,hendersoni,0,0.169093,-0.036988,0.00932457,0
8010000,grahami,hendersoni,0,0.25186,-0.0430758,0.0243266,0
8020000,grahami,hendersoni,0,0.209347,-0.0437834,0.00116514,0
8030000,grahami,hendersoni,0,0.187089,-0.0366959,0.0185623,0
8040000,grahami,hendersoni,0,0.209713,-0.0451712,0.00293036,0
8050000,grahami,hendersoni,0,0.173947,-0.0334266,0.0107485,0
8060000,grahami,hendersoni,0,0.198973,-0.0346128,0.0355709,0
8070000,grahami,hendersoni,0,0.222063,-0.0463916,0.00341445,0
8080000,grahami,hendersoni,0,0.265615,-0.0508021,0.013459,0
8090000,grahami,hendersoni,0,0.229525,-0.042255,0.00664485,0
8100000,grahami,hendersoni,0,0.17249,-0.0379007,0.00992012,0
8110000,grahami,hendersoni,0,0.189007,-0.0402625,0.00230053,0
8120000,grahami,hendersoni,0,0.179803,-0.03866,0.00110835,0
8130000,grahami,hendersoni,0,0.123896,-0.0240196,0.00372305,0
8140000,grahami,hendersoni,0,0.142758,-0.0252096,0.00619224,0
8150000,grahami,hendersoni,0,0.193918,-0.0405994,0.020157,0
8160000,grahami,hendersoni,0,0.208954,-0.0421352,0.0104948,0
8170000,grahami,hendersoni,0,0.16995,-0.0307652,0.00507891,0
8180000,grahami,hendersoni,0,0.113199,-0.0215745,0.0100681,0
8190000,grahami,hendersoni,0,0.242025,-0.0474561,0.0100314,0
8200000,grahami,hendersoni,0,0.186556,-0.0401487,0.00152595,0
8200000,smallwoodi,equestris,41.9132,0.58928,-0.00228294,0.578128,0
8210000,grahami,hendersoni,0,0.216072,-0.0399906,0.0030884,0
8220000,grahami,hendersoni,0,0.138463,-0.0309517,0.00844707,0
8230000,grahami,hendersoni,0,0.154376,-0.0365339,0.015888,0
8240000,grahami,hendersoni,0,0.256662,-0.0475675,0.00580418,0
8250000,grahami,hendersoni,0,0.170188,-0.0359838,0.00429071,0
8260000,grahami,hendersoni,0,0.191967,-0.039246,0.00488214,0
8270000,grahami,hendersoni,0,0.254095,-0.0433122,0.0264107,0
8280000,grahami,hendersoni,0,0.201878,-0.0390776,0.00804016,0
8290000,grahami,hendersoni,0,0.164746,-0.0349599,0.00841479,0
8300000,grahami,hendersoni,0,0.285603,-0.0534203,0.015881,0
8300000,smallwoodi,equestris,38.2526,0.150721,-0.00452569,0.0567039,0
8310000,grahami,hendersoni,0,0.186697,-0.0445286,0.00847801,0
8320000,grahami,hendersoni,0,0.255392,-0.046893,0.00391108,0
8330000,grahami,hendersoni,0,0.167007,-0.0334108,0.00577583,0
8340000,grahami,hendersoni,0,0.158479,-0.0358084,0.00896718,0
8340000,vermiculatus,NA,44.9759,0.0765437,0.0482955,1.92875,0
8350000,grahami,hendersoni,0,0.204521,-0.0418816,0.0111166,0
8360000,grahami,hendersoni,0,0.0819988,-0.0168186,0.00246144,0
8370000,grahami,hendersoni,0,0.113992,-0.0257543,0.000685285,0
8380000,grahami,hendersoni,0,0.224049,-0.046063,0.0024533,0
8390000,grahami,hendersoni,0,0.229247,-0.0410841,0.0132778,0
8400000,grahami,hendersoni,0,0.169514,-0.0405934,0.00358252,0
8400000,olssoni,NA,42.9245,0.126837,0.0103542,0.173191,0
8410000,grahami,hendersoni,0,0.190112,-0.0369734,0.0198835,0
8420000,grahami,hendersoni,0,0.168919,-0.0363919,0.00751841,0
8430000,grahami,hendersoni,0,0.212435,-0.0427309,0.0138261,0
8440000,grahami,hendersoni,0,0.177126,-0.0346635,0.00478815,0
8450000,grahami,hendersoni,0,0.150044,-0.0327786,0.00574602,0
8460000,grahami,hendersoni,0,0.262353,-0.0471064,0.00963278,0
8470000,grahami,hendersoni,0,0.116078,-0.0226908,0.00171766,0
8480000,grahami,hendersoni,0,0.136266,-0.0279329,0.00367,0
8490000,grahami,hendersoni,0,0.221162,-0.0500713,0.00252543,0
8490000,smallwoodi,equestris,28.794,0.519446,0.0286664,0.583656,0
8500000,grahami,hendersoni,0,0.138862,-0.0281419,0.0184349,0
8500000,smallwoodi,equestris,19.6364,0.305416,0.00790715,0.187688,0
8510000,grahami,hendersoni,0,0.187775,-0.0391885,0.00920736,0
8520000,grahami,hendersoni,0,0.16953,-0.0325626,0.00133013,0
8530000,grahami,hendersoni,0,0.175374,-0.0390556,0.000631364,0
8540000,grahami,hendersoni,0,0.244555,-0.0399534,0.0275786,0
8550000,grahami,hendersoni,0,0.244734,-0.0276815,0.0604214,0
8560000,grahami,hendersoni,0,0.160719,-0.0371977,0.0014754,0
8560000,sagrei,NA,45.4486,0.69056,-0.0230447,0.151314,0
8570000,grahami,hendersoni,0,0.256944,-0.0486693,0.00621244,0
8580000,grahami,hendersoni,0,0.310524,-0.0508564,0.011609,0
8590000,grahami,hendersoni,0,0.192802,-0.0380644,0.00781825,0
8600000,grahami,hendersoni,0,0.28042,-0.046983,0.00909168,0
8610000,grahami,hendersoni,0,0.28608,-0.0427139,0.0242362,0
8620000,grahami,hendersoni,0,0.169161,-0.0386926,0.0100022,0
8630000,grahami,hendersoni,0,0.210164,-0.0412118,0.0029098,0
8640000,grahami,hendersoni,0,0.139896,-0.0272571,0.00789145,0
8650000,grahami,hendersoni,0,0.230302,-0.0488909,0.00289886,0
8660000,grahami,hendersoni,0,0.209888,-0.0340593,0.0134716,0
8670000,grahami,hendersoni,0,0.140062,-0.0267457,0.0279231,0
8680000,grahami,hendersoni,0,0.243741,-0.036627,0.0181633,0
8690000,grahami,hendersoni,0,0.199939,-0.0386255,0.0057374,0
8690000,smallwoodi,baracoae,42.9893,0.266333,0.0280959,0.084348,0
8700000,grahami,hendersoni,0,0.147385,-0.0271991,0.00310153,0
8710000,grahami,hendersoni,0,0.241006,-0.0374321,0.0326484,0
8720000,grahami,hendersoni,0,0.113239,-0.0200787,0.00518375,0
8730000,grahami,hendersoni,0,0.184484,-0.0339311,0.0102727,0
8740000,grahami,hendersoni,0,0.114415,-0.0253418,0.000989095,0
8740000,isolepis,NA,39.4195,0.0079776,0.01201,0.133116,0
8750000,grahami,hendersoni,0,0.229841,-0.0493242,0.00163613,0
8760000,grahami,hendersoni,0,0.259333,-0.045498,0.0157164,0
8770000,grahami,hendersoni,0,0.201035,-0.0408023,0.00408347,0
8770000,distichus,NA,41.3437,0.273789,-0.0209667,0.133216,0
8770000,occultus,NA,36.8191,0.0457691,0.0293238,0.679954,0
8780000,grahami,hendersoni,0,0.234281,-0.0433912,0.0145775,0
8790000,grahami,hendersoni,0,0.20717,-0.0427514,0.00266122,0
8800000,grahami,hendersoni,0,0.197348,-0.0412431,0.00960957,0
8800000,guazuma,NA,43.3123,0.201694,0.0215317,0.479912,0
8810000,grahami,hendersoni,0,0.118757,-0.026061,0.00158693,0
8820000,grahami,hendersoni,0,0.189533,-0.0383717,0.0180571,0
8830000,grahami,hendersoni,0,0.211753,-0.0446659,0.014732,0
8840000,grahami,hendersoni,0,0.350143,-0.0473938,0.030586,0
8850000,grahami,hendersoni,0,0.239658,-0.0428754,0.00632351,0
8860000,grahami,hendersoni,0,0.128089,-0.0252422,0.0120754,0
8870000,grahami,hendersoni,0,0.235975,-0.0470329,0.00692115,0
8880000,grahami,hendersoni,0,0.209965,-0.0409505,0.00526718,0
8890000,grahami,hendersoni,0,0.237057,-0.0496935,0.0111275,0
8900000,grahami,hendersoni,0,0.216717,-0.0407503,0.027793,0
8910000,grahami,hendersoni,0,0.173313,-0.038005,0.00258463,0
8920000,grahami,hendersoni,0,0.191174,-0.0370072,0.00235242,0
8930000,grahami,hendersoni,0,0.244567,-0.0489275,0.00456201,0
8940000,grahami,hendersoni,0,0.104936,-0.016011,0.0123381,0
8950000,grahami,hendersoni,0,0.230353,-0.0439908,0.000904565,0
8960000,grahami,hendersoni,0,0.206743,-0.044031,0.00184059,0
8970000,grahami,hendersoni,0,0.206036,-0.0369659,0.00477259,0
8980000,grahami,hendersoni,0,0.201827,-0.0393407,0.0163295,0
8990000,grahami,hendersoni,0,0.184233,-0.0424921,0.000130408,0
9000000,grahami,hendersoni,0,0.23915,-0.0455706,0.0307052,0
9010000,grahami,hendersoni,0,0.208879,-0.0370044,0.0168387,0
9020000,grahami,hendersoni,0,0.198566,-0.0446309,0.00289571,0
9030000,grahami,hendersoni,0,0.12596,-0.0316806,0.00622406,0
9040000,grahami,hendersoni,0,0.193522,-0.0411706,0.00859106,0
9050000,grahami,hendersoni,0,0.154243,-0.03543,4.22333e-005,0
9050000,alfaroi,NA,46.0971,0.468412,0.0313338,0.177685,0
9060000,grahami,hendersoni,0,0.242476,-0.0404406,0.0266972,0
9070000,grahami,hendersoni,0,0.193124,-0.0385806,0.00590903,0
9080000,grahami,hendersoni,0,0.147902,-0.0367338,0.0039319,0
9090000,grahami,hendersoni,0,0.120781,-0.0196185,0.00349308,0
9100000,grahami,hendersoni,0,0.128161,-0.0259816,0.0152928,0
9110000,grahami,hendersoni,0,0.287113,-0.0529622,0.000274092,0
9120000,grahami,hendersoni,0,0.209145,-0.0446654,0.00583574,0
9130000,grahami,hendersoni,0,0.120561,-0.0258765,0.0100619,0
9130000,bahorucoensis,NA,46.2731,0.914469,0.00956139,0.685505,0
9140000,grahami,hendersoni,0,0.179078,-0.0344757,0.0143033,0
9150000,grahami,hendersoni,0,0.294503,-0.0435658,0.0441296,0
9160000,grahami,hendersoni,0,0.264742,-0.0435014,0.0176225,0
9170000,grahami,hendersoni,0,0.199967,-0.042401,0.00107122,0
9180000,grahami,hendersoni,0,0.169243,-0.0361191,0.000780927,0
9190000,grahami,hendersoni,0,0.131088,-0.029991,0.00778701,0
9190000,barahonae,ricordii,33.5807,0.113176,-0.021626,0.105171,0
9200000,grahami,hendersoni,0,0.265409,-0.0471273,0.00527189,0
9200000,smallwoodi,equestris,40.3752,0.258058,0.022821,0.108219,0
9210000,grahami,hendersoni,0,0.219087,-0.0389673,0.0143244,0
9220000,grahami,hendersoni,0,0.307576,-0.0481945,0.0219145,0
9230000,grahami,hendersoni,0,0.274687,-0.0485967,0.00944914,0
9240000,grahami,hendersoni,0,0.189608,-0.038772,0.0250306,0
9250000,grahami,hendersoni,0,0.203377,-0.041289,0.00685046,0
9260000,grahami,hendersoni,0,0.169703,-0.0346457,0.00120286,0
9270000,grahami,hendersoni,0,0.143594,-0.032611,0.00634988,0
9270000,smallwoodi,equestris,38.413,0.182509,-0.00203789,0.29822,0
9280000,grahami,hendersoni,0,0.205389,-0.0411154,0.0165827,0
9290000,grahami,hendersoni,0,0.285228,-0.046279,0.0395977,0
9300000,grahami,hendersoni,0,0.178462,-0.0366658,0.00800919,0
9310000,grahami,hendersoni,0,0.309726,-0.0470315,0.0358173,0
9320000,grahami,hendersoni,0,0.192492,-0.0387895,0.0209005,0
9330000,grahami,hendersoni,0,0.164902,-0.0357686,0.00584265,0
9340000,grahami,hendersoni,0,0.129569,-0.027302,0.00951277,0
9350000,grahami,hendersoni,0,0.204119,-0.0376538,0.00818575,0
9360000,grahami,hendersoni,0,0.136948,-0.0262644,0.0199149,0
9370000,grahami,hendersoni,0,0.151896,-0.0339434,0.0051393,0
9380000,grahami,hendersoni,0,0.253405,-0.0477586,0.00379197,0
9380000,smallwoodi,equestris,38.4352,0.222513,-0.0149968,0.171826,0
9390000,grahami,hendersoni,0,0.17996,-0.0416021,3.36536e-005,0
9400000,grahami,hendersoni,0,0.24277,-0.0381158,0.0269665,0
9410000,grahami,hendersoni,0,0.205771,-0.0471599,0.000575779,0
9420000,grahami,hendersoni,0,0.218775,-0.0394895,0.0252358,0
9430000,grahami,hendersoni,0,0.10811,-0.0268975,0.00231884,0
9440000,grahami,hendersoni,0,0.169539,-0.0364201,0.010408,0
9450000,grahami,hendersoni,0,0.173178,-0.0384906,0.00106988,0
9460000,grahami,hendersoni,0,0.208146,-0.0422078,0.00901713,0
9470000,grahami,hendersoni,0,0.156785,-0.0330888,0.0032718,0
9480000,grahami,hendersoni,0,0.243053,-0.0426078,0.0154071,0
9490000,grahami,hendersoni,0,0.212812,-0.0405964,0.00457481,0
9500000,grahami,hendersoni,0,0.183671,-0.0504451,0.00748223,0
9510000,grahami,hendersoni,0,0.231834,-0.0429983,0.00370349,0
9510000,darlingtoni,NA,45.4144,0.100999,0.0259267,0.208253,0
9520000,grahami,hendersoni,0,0.235553,-0.0451349,0.01067,0
9530000,grahami,hendersoni,0,0.144278,-0.0340907,0.0065352,0
9540000,grahami,hendersoni,0,0.183908,-0.0386085,0.012549,0
9550000,grahami,hendersoni,0,0.249449,-0.0478548,0.000239806,0
9560000,grahami,hendersoni,0,0.132612,-0.027151,0.0018835,0
9570000,grahami,hendersoni,0,0.231884,-0.0435489,0.0245526,0
9580000,grahami,hendersoni,0,0.253834,-0.0441241,0.0177749,0
9580000,monticola,NA,43.9753,0.113053,-0.0115353,0.133915,0
9590000,grahami,hendersoni,0,0.206147,-0.0440024,0.0134616,0
9600000,grahami,hendersoni,0,0.18893,-0.0394484,0.00380687,0
9610000,grahami,hendersoni,0,0.167584,-0.0356394,0.0135161,0
9620000,grahami,hendersoni,0,0.254374,-0.0440513,0.00965256,0
9630000,grahami,hendersoni,0,0.292258,-0.0504213,0.0285187,0
9640000,grahami,hendersoni,0,0.138398,-0.0332481,0.00593449,0
9650000,grahami,hendersoni,0,0.219975,-0.0364275,0.0388783,0
9660000,grahami,hendersoni,0,0.229416,-0.038273,0.037669,0
9670000,grahami,hendersoni,0,0.217277,-0.0353228,0.0121906,0
9670000,smallwoodi,equestris,41.0822,0.192715,0.0404167,0.0488446,0
9680000,grahami,hendersoni,0,0.19122,-0.0341367,0.0116537,0
9690000,grahami,hendersoni,0,0.154158,-0.03765,0.000214481,0
9700000,grahami,hendersoni,0,0.385106,-0.048366,0.0390725,0
9710000,grahami,hendersoni,0,0.140169,-0.0271404,0.00347197,0
9720000,grahami,hendersoni,0,0.167299,-0.0328021,0.0154715,0
9730000,grahami,hendersoni,0,0.205746,-0.0385827,0.00158215,0
9740000,grahami,hendersoni,0,0.173859,-0.0350587,0.0192239,0
9750000,grahami,hendersoni,0,0.290355,-0.0417341,0.0363998,0
9760000,grahami,hendersoni,0,0.155058,-0.0254633,0.00616996,0
9770000,grahami,hendersoni,0,0.169447,-0.0374369,0.00499399,0
9780000,grahami,hendersoni,0,0.15247,-0.0293803,0.0155364,0
9790000,grahami,hendersoni,0,0.253007,-0.0420405,0.0224246,0
9800000,grahami,hendersoni,0,0.148842,-0.0295303,0.0215284,0
9810000,grahami,hendersoni,0,0.181859,-0.0408808,0.00480726,0
9820000,grahami,hendersoni,0,0.219655,-0.0478213,0.00549445,0
9830000,grahami,hendersoni,0,0.175506,-0.0338976,0.0112942,0
9840000,grahami,hendersoni,0,0.220583,-0.0434636,0.00970761,0
9840000,smallwoodi,equestris,23.9458,0.296516,-0.0142487,0.154097,0
9850000,grahami,hendersoni,0,0.142985,-0.0381738,0.00114493,0
9860000,grahami,hendersoni,0,0.215479,-0.043364,0.0115115,0
9870000,grahami,hendersoni,0,0.144486,-0.0252622,0.0103228,0
9880000,grahami,hendersoni,0,0.173656,-0.0427597,0.000977135,0
9890000,grahami,hendersoni,0,0.21307,-0.0426049,0.00423664,0
9900000,grahami,hendersoni,0,0.156814,-0.0318334,0.0028699,0
9900000,porcus,NA,41.9971,0.457369,0.0177244,0.485273,0
9910000,grahami,hendersoni,0,0.30862,-0.0498475,0.0151086,0
9910000,barbouri,NA,33.5335,0.346075,-0.0503274,0.300314,0
9920000,grahami,hendersoni,0,0.208316,-0.0441973,0.00345386,0
9930000,grahami,hendersoni,0,0.227101,-0.0434468,0.0104978,0
9940000,grahami,hendersoni,0,0.194197,-0.0424291,0.00913828,0
9940000,smallwoodi,equestris,37.1336,0.216008,-0.00932005,0.0506951,0
9950000,grahami,hendersoni,0,0.183543,-0.037469,0.0108543,0
9960000,grahami,hendersoni,0,0.184574,-0.0388716,0.00271707,0
9970000,grahami,hendersoni,0,0.162328,-0.036568,0.00723536,0
9980000,grahami,hendersoni,0,0.188766,-0.039839,0.000347785,0
9980000,ophiolepis,NA,41.4413,0.069769,0.0181686,0.236359,0
9990000,grahami,hendersoni,0,0.188607,-0.0366759,0.00673525,0
